concept_A,concept_B,label
principal_component_analysis,arithmetic_mean,1
web_search_engine,data_mining,0
statistical_hypothesis_testing,bayes'_theorem,0
statistical_hypothesis_testing,statistical_population,1
statistical_significance,confidence_interval,1
data_analysis,mixture_model,0
prior_probability,bayesian_network,0
association_rule_learning,conditional_probability,1
decision_tree,association_rule_learning,0
cluster_analysis,biclustering,0
random_forest,expert_system,0
regression_analysis,linear_regression,0
student's_t-test,confidence_interval,1
boosting_(machine_learning),support_vector_machine,0
signal-to-noise_ratio,standard_deviation,0
probability_density_function,backpropagation,0
spectral_clustering,correlation_and_dependence,1
arithmetic_mean,principal_component_analysis,0
principal_component_analysis,signal-to-noise_ratio,0
statistical_hypothesis_testing,statistical_significance,0
sampling_(statistics),statistical_population,1
decision_tree_learning,statistical_classification,1
naive_bayes_classifier,histogram,0
decision_tree,pruning_(decision_trees),0
ensemble_learning,adaboost,0
confidence_interval,student's_t-test,0
clustering_high-dimensional_data,cluster_analysis,1
cluster_analysis,artificial_neural_network,0
mixture_model,cluster_analysis,1
statistical_significance,accuracy_and_precision,0
false_positives_and_false_negatives,sensitivity_and_specificity,0
boosting_(machine_learning),machine_learning,1
arithmetic_mean,k-medoids,0
anomaly_detection,association_rule_learning,0
linear_separability,statistical_classification,0
support_vector_machine,statistical_classification,1
cluster_analysis,data_analysis,1
probability_density_function,mixture_model,0
naive_bayes_classifier,support_vector_machine,0
maximum_likelihood,naive_bayes_classifier,0
arithmetic_mean,clustering_high-dimensional_data,0
principal_component_analysis,artificial_neural_network,0
support_vector_machine,multiclass_classification,0
decision_tree_learning,decision_tree_model,0
artificial_neural_network,discretization,0
k-means_clustering,data_mining,0
interquartile_range,statistical_dispersion,1
type_i_and_type_ii_errors,precision_and_recall,0
type_i_and_type_ii_errors,null_hypothesis,1
natural_selection,mutation_(genetic_algorithm),0
statistical_classification,decision_tree_learning,0
apriori_algorithm,association_rule_learning,1
bayesian_network,conditional_probability_distribution,1
artificial_neural_network,prior_probability,0
conditional_probability,apriori_algorithm,0
joint_probability_distribution,conditional_probability,0
linear_separability,machine_learning,0
data_analysis,data_mining,0
data_mining,statistical_hypothesis_testing,1
anomaly_detection,statistical_classification,0
standard_deviation,type_i_and_type_ii_errors,0
decision_tree_learning,pruning_(decision_trees),0
statistical_classification,decision_tree,0
hyperplane_separation_theorem,support_vector_machine,0
bayesian_network,naive_bayes_classifier,0
optics_algorithm,standard_deviation,1
bayes'_theorem,data_mining,0
k-means_clustering,data_analysis,1
statistical_population,sample_(statistics),0
random_forest,bootstrap_aggregating,1
statistical_population,sampling_(statistics),0
probability_density_function,bayesian_network,0
k-means_clustering,arithmetic_mean,1
cluster_analysis,dbscan,0
central_tendency,arithmetic_mean,1
stepwise_regression,model_selection,0
principal_component_analysis,cluster_analysis,0
support_vector_machine,machine_learning,1
median,level_of_measurement,0
statistical_hypothesis_testing,null_hypothesis,1
linear_separability,hyperplane,1
likelihood_function,poisson_regression,0
correlation_and_dependence,data_mining,0
likelihood_function,expectation–maximization_algorithm,0
posterior_probability,statistical_classification,0
natural_selection,genetic_algorithm,0
receiver_operating_characteristic,statistical_classification,1
correlation_and_dependence,naive_bayes_classifier,0
sensitivity_and_specificity,precision_and_recall,0
pruning_(decision_trees),decision_tree_learning,1
mixture_model,naive_bayes_classifier,0
multiclass_classification,statistical_classification,1
dbscan,outlier,0
pruning_(decision_trees),machine_learning,1
type_i_and_type_ii_errors,confidence_interval,1
dbscan,correlation_and_dependence,1
machine_learning,naive_bayes_classifier,0
statistical_population,confidence_interval,0
statistical_hypothesis_testing,model_selection,0
fuzzy_clustering,data_analysis,1
mixture_model,maximum_likelihood,0
mixture_model,correlation_and_dependence,1
optics_algorithm,single-linkage_clustering,0
maximum_likelihood,mixture_model,0
conditional_probability,conditional_independence,0
expert_system,knowledge_base,0
likelihood_function,conditional_probability_distribution,1
optics_algorithm,correlation_and_dependence,1
decision_tree_learning,bootstrap_aggregating,0
correlation_and_dependence,arithmetic_mean,1
optics_algorithm,anomaly_detection,0
conditional_probability_distribution,conditional_probability,1
machine_learning,backpropagation,0
cluster_analysis,anomaly_detection,0
quartile,interquartile_range,0
likelihood_function,standard_deviation,0
probability_density_function,expectation–maximization_algorithm,0
cluster_analysis,data_mining,0
anomaly_detection,outlier,1
mixture_model,arithmetic_mean,1
cluster_analysis,single-linkage_clustering,0
standard_deviation,level_of_measurement,0
biclustering,cluster_analysis,1
statistical_hypothesis_testing,standard_deviation,1
confidence_interval,data_mining,0
query_language,data_mining,0
hierarchical_clustering,dbscan,0
maxima_and_minima,gradient_descent,0
data_analysis,optics_algorithm,0
backpropagation,artificial_neural_network,1
naive_bayes_classifier,discretization,0
correlation_and_dependence,standard_deviation,1
bayesian_network,conditional_probability,1
statistical_significance,statistical_population,1
joint_probability_distribution,backpropagation,0
boosting_(machine_learning),cross-validation_(statistics),0
feedforward_neural_network,statistical_model,0
student's_t-test,sample_(statistics),1
spectral_clustering,data_analysis,1
association_rule_learning,data_mining,0
multiclass_classification,machine_learning,1
random_forest,conditional_probability,1
null_hypothesis,type_i_and_type_ii_errors,0
expectation–maximization_algorithm,maximum_likelihood,1
dimensionality_reduction,spectral_clustering,0
artificial_neural_network,statistical_classification,1
probability_density_function,random_forest,0
adaboost,ensemble_learning,1
naive_bayes_classifier,probability_density_function,1
k-medoids,minkowski_distance,0
bayes'_theorem,conditional_probability_distribution,1
boosting_(machine_learning),probability_density_function,1
conditional_probability,random_forest,0
statistical_classification,precision_and_recall,0
level_of_measurement,median,1
naive_bayes_classifier,information_retrieval,0
k-medoids,arithmetic_mean,1
genetic_algorithm,fitness_function,0
conditional_probability_distribution,likelihood_function,0
mixture_model,mode_(statistics),0
k-medoids,data_analysis,1
boosting_(machine_learning),joint_probability_distribution,1
statistical_population,statistical_hypothesis_testing,0
artificial_neural_network,expert_system,0
conditional_probability_distribution,bayes'_theorem,0
feedforward_neural_network,joint_probability_distribution,1
statistical_population,statistical_significance,0
standard_deviation,precision_and_recall,0
boosting_(machine_learning),decision_tree,0
hyperplane,linear_separability,0
single-linkage_clustering,cluster_analysis,1
precision_and_recall,type_i_and_type_ii_errors,1
support_vector_machine,cross-validation_(statistics),0
hierarchical_clustering,biclustering,0
clustering_high-dimensional_data,standard_deviation,1
bayesian_network,posterior_probability,1
multiclass_classification,joint_probability_distribution,1
cluster_analysis,correlation_and_dependence,1
statistical_classification,pruning_(decision_trees),0
precision_and_recall,standard_deviation,1
decision_tree_learning,machine_learning,1
bayes'_theorem,posterior_probability,0
data_analysis,biclustering,0
joint_probability_distribution,machine_learning,0
support_vector_machine,hyperplane_separation_theorem,0
arithmetic_mean,naive_bayes_classifier,0
cluster_analysis,statistical_classification,0
arithmetic_mean,biclustering,0
random_forest,decision_tree,1
likelihood_function,maximum_likelihood,0
mutation_(genetic_algorithm),genetic_algorithm,1
positive_and_negative_predictive_values,confusion_matrix,0
k-means_clustering,cluster_analysis,1
precision_and_recall,receiver_operating_characteristic,0
standard_deviation,student's_t-test,0
statistical_classification,receiver_operating_characteristic,0
support_vector_machine,regression_analysis,0
k-means_clustering,fuzzy_clustering,0
hyperplane,support_vector_machine,0
maximum_likelihood,linear_regression,0
joint_probability_distribution,support_vector_machine,0
correlation_and_dependence,optics_algorithm,0
data_analysis,anomaly_detection,0
naive_bayes_classifier,prior_probability,0
biclustering,mode_(statistics),0
precision_and_recall,confusion_matrix,0
mixture_model,expectation–maximization_algorithm,0
conditional_probability,poisson_regression,0
fitness_function,natural_selection,1
statistical_hypothesis_testing,posterior_probability,0
k-means_clustering,correlation_and_dependence,1
bayesian_network,conditional_independence,1
random_forest,joint_probability_distribution,1
genetic_algorithm,mutation_(genetic_algorithm),0
interquartile_range,histogram,0
biclustering,standard_deviation,1
anomaly_detection,standard_deviation,1
likelihood_function,posterior_probability,0
fitness_function,genetic_algorithm,1
regression_analysis,confidence_interval,0
positive_and_negative_predictive_values,false_positives_and_false_negatives,1
type_i_and_type_ii_errors,statistical_population,1
regression_analysis,outlier,0
conditional_probability_distribution,maximum_likelihood,0
random_forest,regression_analysis,0
mixture_model,posterior_probability,0
naive_bayes_classifier,conditional_probability_distribution,1
data_mining,cluster_analysis,1
standard_deviation,cluster_analysis,0
statistical_population,median,0
adaboost,boosting_(machine_learning),1
artificial_neural_network,confidence_interval,0
cluster_analysis,k-medoids,0
hierarchical_clustering,correlation_and_dependence,1
decision_tree,decision_tree_model,0
standard_deviation,fuzzy_clustering,0
conditional_probability,conditional_probability_distribution,0
adaboost,machine_learning,1
natural_selection,fitness_function,0
confidence_interval,bayes'_theorem,0
association_rule_learning,data_analysis,0
confidence_interval,median,0
support_vector_machine,joint_probability_distribution,1
bayesian_network,bayes'_theorem,1
decision_tree_learning,conditional_probability,1
artificial_neural_network,data_mining,0
statistical_population,data_mining,0
hierarchical_clustering,arithmetic_mean,1
interquartile_range,descriptive_statistics,1
confidence_interval,statistical_population,1
regression_analysis,machine_learning,0
mixture_model,standard_deviation,1
f1_score,null_hypothesis,1
poisson_regression,gradient_descent,0
sample_(statistics),data_mining,0
statistical_classification,sensitivity_and_specificity,0
conditional_probability_distribution,posterior_probability,0
joint_probability_distribution,random_forest,0
type_i_and_type_ii_errors,f1_score,0
information_retrieval,f1_score,0
central_tendency,level_of_measurement,0
level_of_measurement,statistical_dispersion,1
arithmetic_mean,hierarchical_clustering,0
statistical_classification,statistical_model,0
mode_(statistics),central_tendency,0
f-test,stepwise_regression,0
data_analysis,cluster_analysis,0
sensitivity_and_specificity,statistical_significance,0
standard_deviation,optics_algorithm,0
decision_tree_learning,data_mining,0
spectral_clustering,cluster_analysis,1
statistical_hypothesis_testing,prior_probability,0
standard_deviation,principal_component_analysis,0
boosting_(machine_learning),ensemble_learning,1
anomaly_detection,arithmetic_mean,1
decision_tree_learning,discretization,0
bayes'_theorem,prior_probability,0
dbscan,optics_algorithm,0
student's_t-test,statistical_hypothesis_testing,1
principal_component_analysis,linear_regression,0
dbscan,data_type,0
bayesian_network,standard_deviation,0
sample_(statistics),type_i_and_type_ii_errors,0
k-means_clustering,joint_probability_distribution,1
correlation_and_dependence,fuzzy_clustering,0
null_hypothesis,f1_score,0
interquartile_range,standard_deviation,0
support_vector_machine,decision_tree,0
statistical_significance,standard_deviation,1
student's_t-test,statistical_population,1
central_tendency,descriptive_statistics,0
data_mining,anomaly_detection,1
anomaly_detection,correlation_and_dependence,1
correlation_and_dependence,single-linkage_clustering,0
statistical_population,precision_and_recall,0
probability_density_function,decision_tree_learning,0
principal_component_analysis,data_matrix_(multivariate_statistics),0
backpropagation,statistical_classification,1
machine_learning,support_vector_machine,0
data_analysis,hierarchical_clustering,0
dbscan,minkowski_distance,0
pruning_(decision_trees),joint_probability_distribution,1
correlation_and_dependence,mixture_model,0
anomaly_detection,data_analysis,1
statistical_population,student's_t-test,0
central_tendency,quartile,0
central_tendency,median,1
maximum_likelihood,statistical_model,0
maximum_likelihood,expectation–maximization_algorithm,0
pruning_(decision_trees),decision_tree,1
stepwise_regression,confidence_interval,0
naive_bayes_classifier,statistical_classification,1
statistical_classification,multiclass_classification,0
stepwise_regression,arithmetic_mean,1
poisson_regression,linear_regression,0
statistical_significance,null_hypothesis,1
bayesian_network,machine_learning,1
principal_component_analysis,regression_analysis,0
linear_regression,regression_analysis,1
probability_density_function,support_vector_machine,0
spectral_clustering,arithmetic_mean,1
conditional_probability,pruning_(decision_trees),0
probability_density_function,posterior_probability,0
conditional_probability,maximum_likelihood,0
cluster_analysis,precision_and_recall,0
decision_tree,decision_tree_learning,0
artificial_neural_network,support_vector_machine,0
k-medoids,outlier,0
poisson_regression,arithmetic_mean,1
support_vector_machine,linear_regression,0
conditional_independence,conditional_probability_distribution,1
decision_tree_model,decision_tree_learning,0
likelihood_function,conditional_probability,1
conditional_independence,probability_density_function,1
random_forest,ensemble_learning,1
bayesian_network,expectation–maximization_algorithm,1
standard_deviation,statistical_significance,0
principal_component_analysis,correlation_and_dependence,1
pruning_(decision_trees),artificial_neural_network,0
artificial_neural_network,machine_learning,1
biclustering,data_analysis,1
statistical_hypothesis_testing,statistical_model,0
stepwise_regression,f-test,0
poisson_regression,probability_density_function,1
biclustering,arithmetic_mean,1
pruning_(decision_trees),probability_density_function,1
maximum_likelihood,likelihood_function,1
precision_and_recall,web_search_engine,0
expectation–maximization_algorithm,k-means_clustering,0
interquartile_range,probability_density_function,0
data_analysis,fuzzy_clustering,0
conditional_probability,decision_tree_model,0
statistical_classification,f1_score,0
principal_component_analysis,data_mining,0
statistical_hypothesis_testing,sensitivity_and_specificity,0
arithmetic_mean,k-means_clustering,0
optics_algorithm,data_analysis,1
conditional_probability,bayes'_theorem,0
decision_tree,conditional_probability,1
likelihood_function,naive_bayes_classifier,0
expectation–maximization_algorithm,mixture_model,0
boosting_(machine_learning),bootstrap_aggregating,0
joint_probability_distribution,multiclass_classification,0
precision_and_recall,statistical_population,1
statistical_hypothesis_testing,confidence_interval,1
correlation_and_dependence,principal_component_analysis,0
artificial_neural_network,genetic_algorithm,0
maximum_likelihood,conditional_probability_distribution,1
probability_density_function,feedforward_neural_network,0
principal_component_analysis,decision_tree_learning,0
fuzzy_clustering,correlation_and_dependence,1
statistical_population,f1_score,0
support_vector_machine,active_learning_(machine_learning),0
conditional_independence,conditional_probability,1
expectation–maximization_algorithm,cluster_analysis,0
bayes'_theorem,bayesian_network,0
f1_score,statistical_hypothesis_testing,1
statistical_classification,data_mining,0
f1_score,confidence_interval,1
machine_learning,boosting_(machine_learning),0
expectation–maximization_algorithm,fuzzy_clustering,0
biclustering,hierarchical_clustering,0
machine_learning,feedforward_neural_network,0
positive_and_negative_predictive_values,gain_(information_retrieval),0
mixture_model,data_analysis,1
clustering_high-dimensional_data,data_analysis,1
spectral_clustering,dimensionality_reduction,1
data_analysis,k-medoids,0
arithmetic_mean,anomaly_detection,0
arithmetic_mean,poisson_regression,0
conditional_probability,mixture_model,0
naive_bayes_classifier,maximum_likelihood,1
probability_density_function,likelihood_function,0
standard_deviation,dbscan,0
precision_and_recall,arithmetic_mean,0
standard_deviation,data_mining,0
dbscan,standard_deviation,1
conditional_probability_distribution,bayesian_network,0
fuzzy_clustering,cluster_analysis,1
mode_(statistics),level_of_measurement,0
confidence_interval,f1_score,0
standard_deviation,naive_bayes_classifier,0
conditional_independence,bayesian_network,0
likelihood_function,bayesian_network,0
expectation–maximization_algorithm,conditional_probability_distribution,1
mutation_(genetic_algorithm),machine_learning,0
backpropagation,gradient_descent,0
machine_learning,decision_tree_learning,0
poisson_regression,conditional_probability_distribution,1
level_of_measurement,arithmetic_mean,1
data_matrix_(multivariate_statistics),linear_regression,0
bayes'_theorem,conditional_probability,1
conditional_probability,expectation–maximization_algorithm,0
cluster_analysis,confusion_matrix,0
minimum_description_length,maximum_likelihood,0
cluster_analysis,k-means_clustering,0
null_hypothesis,precision_and_recall,0
arithmetic_mean,mixture_model,0
k-medoids,standard_deviation,1
standard_deviation,confidence_interval,0
arithmetic_mean,regression_analysis,0
optics_algorithm,hierarchical_clustering,0
data_mining,sample_(statistics),1
machine_learning,joint_probability_distribution,1
statistical_hypothesis_testing,f1_score,0
precision_and_recall,information_retrieval,1
data_mining,arithmetic_mean,1
principal_component_analysis,standard_deviation,1
statistical_classification,regression_analysis,0
random_forest,statistical_classification,1
joint_probability_distribution,decision_tree_learning,0
conditional_probability,decision_tree_learning,0
naive_bayes_classifier,bayes'_theorem,1
data_mining,confidence_interval,1
f1_score,statistical_population,1
pruning_(decision_trees),statistical_classification,1
probability_density_function,artificial_neural_network,0
expectation–maximization_algorithm,missing_data,0
probability_density_function,pruning_(decision_trees),0
central_tendency,standard_deviation,0
standard_deviation,single-linkage_clustering,0
data_analysis,dbscan,0
decision_tree_learning,data_analysis,0
hierarchical_clustering,data_analysis,1
naive_bayes_classifier,random_forest,0
conditional_probability,association_rule_learning,0
adaboost,probability_density_function,1
type_i_and_type_ii_errors,standard_deviation,1
naive_bayes_classifier,arithmetic_mean,1
descriptive_statistics,interquartile_range,0
statistical_dispersion,level_of_measurement,0
arithmetic_mean,central_tendency,0
bayesian_network,joint_probability_distribution,1
query_language,data_modeling,0
outlier,anomaly_detection,0
single-linkage_clustering,correlation_and_dependence,1
cluster_analysis,arithmetic_mean,1
conditional_probability,linear_regression,0
conditional_probability_distribution,poisson_regression,0
statistical_classification,support_vector_machine,0
dbscan,data_mining,0
sample_(statistics),student's_t-test,0
data_analysis,k-means_clustering,0
statistical_classification,decision_tree_model,0
probability_density_function,machine_learning,0
gradient_descent,artificial_neural_network,0
association_rule_learning,apriori_algorithm,0
statistical_significance,conditional_probability,0
correlation_and_dependence,dbscan,0
posterior_probability,conditional_probability,1
data_mining,standard_deviation,1
single-linkage_clustering,arithmetic_mean,1
sample_(statistics),statistical_significance,0
optics_algorithm,data_mining,0
optics_algorithm,dbscan,0
mixture_model,outlier,0
conditional_probability,data_mining,0
joint_probability_distribution,conditional_independence,0
interquartile_range,quartile,1
bootstrapping_(statistics),random_forest,0
ensemble_learning,random_forest,0
machine_learning,artificial_neural_network,0
naive_bayes_classifier,conditional_probability,1
arithmetic_mean,least_squares,0
joint_probability_distribution,boosting_(machine_learning),0
naive_bayes_classifier,likelihood_function,1
joint_probability_distribution,feedforward_neural_network,0
decision_tree,classification_rule,0
probability_density_function,k-means_clustering,0
dbscan,hierarchical_clustering,0
support_vector_machine,decision_tree_learning,0
statistical_dispersion,interquartile_range,0
gradient_descent,nonlinear_system,0
correlation_and_dependence,biclustering,0
f1_score,information_retrieval,1
statistical_classification,feedforward_neural_network,0
minimum_description_length,prior_probability,0
linear_regression,arithmetic_mean,1
posterior_probability,prior_probability,0
single-linkage_clustering,hierarchical_clustering,0
sample_(statistics),statistical_hypothesis_testing,0
maximum_likelihood,prior_probability,0
poisson_regression,likelihood_function,1
conditional_independence,naive_bayes_classifier,0
central_tendency,statistical_dispersion,0
regression_analysis,standard_deviation,0
k-means_clustering,local_optimum,0
data_mining,null_hypothesis,1
feedforward_neural_network,statistical_classification,1
standard_deviation,k-means_clustering,0
bayes'_theorem,sampling_(statistics),0
stepwise_regression,linear_regression,0
probability_density_function,joint_probability_distribution,0
statistical_significance,statistical_hypothesis_testing,1
conditional_probability,likelihood_function,0
probability_density_function,conditional_probability_distribution,0
genetic_algorithm,cluster_analysis,0
mixture_model,k-means_clustering,0
f1_score,precision_and_recall,1
probability_density_function,multiclass_classification,0
biclustering,model_selection,0
principal_component_analysis,outlier,0
dimensionality_reduction,principal_component_analysis,0
stepwise_regression,statistical_model,0
correlation_and_dependence,spectral_clustering,0
bayes'_theorem,naive_bayes_classifier,0
data_mining,association_rule_learning,1
arithmetic_mean,optics_algorithm,0
apriori_algorithm,conditional_probability,1
multiclass_classification,probability_density_function,1
clustering_high-dimensional_data,arithmetic_mean,1
mixture_model,histogram,0
central_tendency,mode_(statistics),1
conditional_probability_distribution,probability_density_function,1
single-linkage_clustering,data_analysis,1
sample_(statistics),confidence_interval,0
level_of_measurement,central_tendency,1
spectral_clustering,standard_deviation,1
regression_analysis,poisson_regression,0
artificial_neural_network,data_processing,0
arithmetic_mean,fuzzy_clustering,0
statistical_hypothesis_testing,precision_and_recall,0
arithmetic_mean,single-linkage_clustering,0
posterior_probability,bayesian_network,0
artificial_neural_network,regression_analysis,0
fuzzy_clustering,arithmetic_mean,1
joint_probability_distribution,linear_regression,0
probability_density_function,conditional_independence,0
joint_probability_distribution,pruning_(decision_trees),0
standard_deviation,spectral_clustering,0
data_analysis,clustering_high-dimensional_data,0
arithmetic_mean,level_of_measurement,0
data_mining,data_analysis,1
anomaly_detection,support_vector_machine,0
probability_density_function,adaboost,0
accuracy_and_precision,false_positives_and_false_negatives,0
correlation_and_dependence,anomaly_detection,0
boosting_(machine_learning),gradient_descent,0
confidence_interval,statistical_hypothesis_testing,0
feedforward_neural_network,linear_separability,0
null_hypothesis,statistical_significance,0
null_hypothesis,student's_t-test,0
decision_tree,random_forest,0
prior_probability,data_analysis,0
f1_score,standard_deviation,1
standard_deviation,mixture_model,0
bayesian_network,expert_system,0
anomaly_detection,cluster_analysis,1
poisson_regression,maximum_likelihood,0
cluster_analysis,mixture_model,0
maximum_likelihood,conditional_probability,1
conditional_probability_distribution,expectation–maximization_algorithm,0
boosting_(machine_learning),adaboost,0
fitness_function,mutation_(genetic_algorithm),0
precision_and_recall,statistical_classification,1
null_hypothesis,data_mining,0
artificial_neural_network,posterior_probability,0
bootstrap_aggregating,random_forest,0
dbscan,anomaly_detection,0
median,central_tendency,0
statistical_significance,sample_(statistics),1
hierarchical_clustering,standard_deviation,1
cluster_analysis,false_positives_and_false_negatives,0
biclustering,correlation_and_dependence,1
f1_score,type_i_and_type_ii_errors,1
arithmetic_mean,correlation_and_dependence,0
correlation_and_dependence,outlier,0
joint_probability_distribution,artificial_neural_network,0
decision_tree_learning,decision_tree,1
hill_climbing,gradient_descent,0
cluster_analysis,optics_algorithm,0
expectation–maximization_algorithm,likelihood_function,1
standard_deviation,correlation_and_dependence,0
statistical_classification,data_analysis,0
optics_algorithm,outlier,0
principal_component_analysis,dimensionality_reduction,1
cluster_analysis,clustering_high-dimensional_data,0
biclustering,data_mining,0
probability_density_function,boosting_(machine_learning),0
expectation–maximization_algorithm,conditional_probability,1
least_squares,regression_analysis,1
poisson_regression,regression_analysis,1
fuzzy_clustering,standard_deviation,1
data_mining,correlation_and_dependence,1
bayes'_theorem,probability_density_function,1
sensitivity_and_specificity,false_positives_and_false_negatives,1
regression_analysis,statistical_significance,0
joint_probability_distribution,adaboost,0
correlation_and_dependence,linear_regression,0
genetic_algorithm,natural_selection,1
standard_deviation,clustering_high-dimensional_data,0
pruning_(decision_trees),cross-validation_(statistics),0
naive_bayes_classifier,correlation_and_dependence,1
correlation_and_dependence,cluster_analysis,0
random_forest,machine_learning,1
decision_tree_learning,random_forest,0
student's_t-test,null_hypothesis,1
decision_tree,genetic_algorithm,0
statistical_hypothesis_testing,student's_t-test,0
random_forest,probability_density_function,1
artificial_neural_network,feedforward_neural_network,0
expectation–maximization_algorithm,bayesian_network,0
data_analysis,spectral_clustering,0
bayesian_network,maximum_likelihood,1
type_i_and_type_ii_errors,statistical_hypothesis_testing,1
precision_and_recall,sample_(statistics),1
optics_algorithm,cluster_analysis,1
machine_learning,adaboost,0
stepwise_regression,data_mining,0
regression_analysis,data_mining,0
arithmetic_mean,stepwise_regression,0
backpropagation,joint_probability_distribution,1
arithmetic_mean,dbscan,0
data_mining,conditional_probability,1
expert_system,machine_learning,0
arithmetic_mean,linear_regression,0
correlation_and_dependence,k-means_clustering,0
likelihood_function,probability_density_function,1
joint_probability_distribution,probability_density_function,1
cluster_analysis,hierarchical_clustering,0
decision_tree_model,decision_tree,1
probability_density_function,bayes'_theorem,0
feedforward_neural_network,machine_learning,1
precision_and_recall,accuracy_and_precision,0
cluster_analysis,standard_deviation,1
feedforward_neural_network,probability_density_function,1
f1_score,statistical_classification,1
arithmetic_mean,spectral_clustering,0
artificial_neural_network,backpropagation,0
pruning_(decision_trees),backpropagation,0
conditional_probability_distribution,linear_regression,0
maximum_likelihood,bayesian_network,0
artificial_neural_network,probability_density_function,1
machine_learning,pruning_(decision_trees),0
single-linkage_clustering,standard_deviation,1
k-means_clustering,semi-supervised_learning,0
level_of_measurement,standard_deviation,1
conditional_probability_distribution,conditional_independence,0
sample_(statistics),f1_score,0
anomaly_detection,data_mining,0
machine_learning,probability_density_function,1
likelihood_function,statistical_model,0
statistical_population,type_i_and_type_ii_errors,0
poisson_regression,conditional_probability,1
mixture_model,probability_density_function,1
regression_analysis,statistical_dispersion,0
sample_(statistics),statistical_population,1
confidence_interval,standard_deviation,1
k-means_clustering,spectral_clustering,0
confidence_interval,sensitivity_and_specificity,0
mixture_model,conditional_probability,1
central_tendency,interquartile_range,0
precision_and_recall,confidence_interval,1
data_analysis,single-linkage_clustering,0
pruning_(decision_trees),conditional_probability,1
gradient_descent,linear_regression,0
decision_tree_learning,bayesian_network,0
mixture_model,statistical_population,0
support_vector_machine,hyperplane,1
joint_probability_distribution,k-means_clustering,0
probability_density_function,median,0
mixture_model,data_mining,0
conditional_independence,joint_probability_distribution,0
k-means_clustering,standard_deviation,1
precision_and_recall,statistical_hypothesis_testing,1
support_vector_machine,linear_separability,1
standard_deviation,anomaly_detection,0
data_mining,statistical_population,1
expectation–maximization_algorithm,probability_density_function,1
posterior_probability,probability_density_function,1
confidence_interval,type_i_and_type_ii_errors,0
k-means_clustering,median,0
backpropagation,nonlinear_system,0
least_squares,arithmetic_mean,1
type_i_and_type_ii_errors,sample_(statistics),1
backpropagation,probability_density_function,1
anomaly_detection,ensemble_learning,0
regression_analysis,stepwise_regression,0
cluster_analysis,spectral_clustering,0
probability_density_function,maximum_likelihood,0
regression_analysis,arithmetic_mean,1
machine_learning,multiclass_classification,0
probability_density_function,poisson_regression,0
joint_probability_distribution,bayesian_network,0
decision_tree_learning,joint_probability_distribution,1
student's_t-test,standard_deviation,1
data_mining,statistical_classification,1
machine_learning,k-means_clustering,0
